,STATION,CensusYear,Year,Month,DATE,Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,TotalPhosphorus,Chloride,10mLandCover_AgriculturalExtraction,10mLandCover_Anthropogenic,10mLandCover_AnthropogenicNatural,10mLandCover_Natural,Latitude,Longitude,250mLandCover_Agricultural,250mLandCover_Anthropogenic,250mLandCover_Natural,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total
7233,Central 4,2016,2019,8,2019-08-20,,3.4,,,,,,,0.012,35.2,223277.0,46421.0,4310.0,113210.0,43.95334948297207,-78.88838389172248,605.0,2.0,14.0,1.8,18.4,305.0,8.8,77.19999999999999,2.0,52.8
7116,Central 1,2016,2019,6,06-18-19,,3.4,,,,,,,0.031,13.1,26870.0,2306.0,43.0,21161.0,44.01699451152554,-78.84551583914593,78.0,0.0,2.0,0.0,7.899999999999999,192.1,1.0,80.4,0.0,40.6
810,6011100302,2006,2008,6,2008-06-19,0.27,,0.743,578.0,12.14,8.42,1.019,0.006,0.009,35.3,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,621.0,0.0,15.0,0.0,47.5,150.1,3.0,90.9,0.0,72.4
247,6010400102,2011,2013,5,2013-05-22,0.48,,0.36,528.0,11.73,8.29,0.857,0.017,0.094,47.5,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2653.0,391.0,1371.0,0.2,2.6,117.8,2.6,35.800000000000004,2.6,21.8
7590,PT001WM,2016,2018,12,12-11-2018,1.31,2.0,2.04,1178.0,13.89,6.88,3.368,0.018,0.0227,207.0,119253.0,60069.0,4232.0,69163.0,43.803681746598656,-79.11029851493568,256.0,90.0,55.0,0.0,0.0,116.29999999999998,0.0,38.3,0.0,14.2
4374,6008500302,2016,2014,1,1-21-2014,0.34,5.1,1.02,4335.0,21.13,8.04,,0.036,0.02,1100.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3007703502,2006,2004,5,2004-05-19,0.31,,1.66,543.0,11.17,8.4,1.983,0.013,0.032,43.0,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,187.0,22.0,454.0,0.0,2.7,137.8,0.7,71.60000000000001,0.7,20.8
1119,6011200602,2016,2015,6,2015-06-10,,,0.458,629.0,9.32,8.31,0.98,0.008,0.038,50.8,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,302.0,7.0,46.0,6.6,46.6,153.5,35.2,88.69999999999999,6.6,87.3
3363,6008301802,2006,2004,10,10-19-2004,0.28,3.0,0.446,450.0,20.44,8.0,,0.005,0.021,48.3,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5827,6009701302,2006,2007,10,10-25-2007,0.41,7.0,0.04,584.0,14.0,8.0,,0.001,0.02,57.8,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4842,6008501402,2011,2011,11,11-24-2011,1.41,16.0,0.7490000000000001,1175.0,11.33,7.91,,0.066,0.063,265.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,6008300402,2011,2011,3,3-22-2011,0.71,146.0,1.04,901.0,15.58,8.89,,0.01,0.166,142.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6171,6009701802,2011,2011,7,7-20-2011,0.39,36.4,0.779,762.0,8.13,8.07,,0.01,0.037,52.5,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5973,6009701302,2016,2017,8,8-22-2017,0.4,6.0,0.055,760.0,10.14,7.82,,0.011,0.0158,99.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4243,6008310402,2011,2010,3,3-22-2010,0.53,11.4,0.555,568.0,15.47,7.16,,0.005,0.038,45.3,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4755,6008500402,2016,2020,8,8-26-2020,0.88,3.0,0.23,1631.0,8.03,8.03,,0.022,0.0579999999999999,385.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7462,East 7,2016,2018,8,2018-08-22,,5.6,,,,,,,0.013,1.72,641.0,0.0,0.0,4446.0,44.04201693968772,-78.74628078125316,0.0,0.0,5.0,0.0,47.8,164.79999999999998,30.0,99.0,30.0,77.2
1974,6008000602,2006,2007,7,7-26-2007,0.83,13.6,0.131,1772.0,18.22,8.0,,0.0069999999999999,0.077,425.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7610,PT001WM,2016,2019,7,7-23-2019,0.68,14.0,0.83,1491.0,8.93,8.16,1.529,0.019,0.0363,320.0,119253.0,60069.0,4232.0,69163.0,43.803681746598656,-79.11029851493568,261.0,90.0,50.0,0.8,146.2,319.7,48.8,228.6,0.8,153.60000000000002
4666,6008500402,2016,2017,3,3-22-2017,0.53,2.0,0.6,4975.0,16.86,8.3,,0.021,0.0217,1320.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,6010800202,2011,2009,6,2009-06-24,0.4,,0.701,586.0,10.34,8.41,1.109,0.008,0.027,47.0,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,486.0,41.0,199.0,0.0,31.2,201.6,0.0,129.6,0.0,39.8
46,3007703502,2006,2006,10,2006-10-11,0.61,,1.67,494.0,10.46,8.23,2.307,0.027,0.077,38.0,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,213.0,22.0,428.0,22.7,35.2,165.7,29.8,106.7,29.8,58.7
7024,6010700202,2016,2016,8,8-22-2016,0.52,5.0,0.11,800.0,12.76,8.49,,0.011,0.0354,141.0,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,335.0,62.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4745,6008500402,2011,2013,8,8-20-2013,0.43,3.5,0.281,1565.0,14.52,7.69,,0.006,0.031,363.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5982,6009701302,2006,2007,8,8-28-2007,0.39,7.0,0.01,566.0,9.0,8.0,,0.001,0.03,78.5,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6772,6010403702,2011,2013,11,11-18-2013,0.74,17.7,0.625,599.0,12.35,7.87,,0.01,0.093,69.4,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,6011100302,2016,2017,5,2017-05-30,,,0.712,650.0,,8.38,0.83,0.006,0.012,51.7,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,602.0,1.0,33.0,8.2,60.0,267.9,20.200000000000003,140.50000000000003,9.0,83.0
4986,6008501402,2001,2003,6,6-2-2003,1.55,7.6,1.76,,,,,0.099,0.114,305.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,6011600502,2011,2012,6,2012-06-20,0.4,,0.411,474.0,9.09,8.29,0.822,0.011,0.03,14.2,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,294.0,0.0,160.0,0.0,26.8,204.2,26.8,151.80000000000004,6.4,46.8
6406,6010402502,2016,2015,7,07-20-15,0.53,3.0,0.45,581.0,7.14,8.34,0.986,0.006,0.0138,48.9,675417.0,133001.0,42023.0,471070.0,43.85091976432907,-79.07581985566414,1650.0,66.0,398.0,0.6,17.8,274.90000000000003,9.0,148.8,1.2,24.0
6923,6010700202,2016,2016,11,11-21-16,0.3,2.0,0.055,592.0,13.84,8.18,0.366,0.011,0.0189,191.0,171066.0,136661.0,53361.0,123321.0,43.84831888422891,-78.99885435596434,335.0,62.0,66.0,0.0,1.0,81.6,1.0,33.0,0.0,2.4
4923,6008501402,2001,2001,3,3-9-2001,1.6,5.0,2.25,,,,,0.135,0.096,1400.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,17002113602,2011,2011,6,2011-06-14,0.75,,0.167,523.0,8.91,8.68,0.926,0.009,0.033,26.9,0.0,0.0,0.0,0.0,44.2002268892999,-78.94943135609999,1967.0,0.0,887.0,0.0,14.4,163.4,7.2,58.400000000000006,3.2,26.4
6872,6010403702,2011,2012,9,9-26-2012,0.52,2.4,0.7040000000000001,727.0,13.77,8.05,,0.008,0.017,79.0,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5758,6009701102,2016,2014,8,8-19-2014,0.34,8.2,0.036,1023.0,13.48,8.53,0.36,0.005,0.017,187.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6119,6009701802,2011,2009,4,4-23-2009,0.46,3.0,1.23,868.0,27.86,8.0,,0.005,0.017,87.0,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4129,6008310302,2006,2004,9,9-20-2004,0.39,12.2,0.152,811.0,24.37,8.0,,0.006,0.031,117.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5939,6009701302,2006,2006,6,6-22-2006,0.44,9.0,0.12,1010.0,11.0,8.0,,0.005,0.02,83.8,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,6008301802,2001,2002,8,8-28-2002,,6.0,0.37,,5.09,,,0.013,0.03,44.6,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5512,6009700702,2011,2013,6,6-19-2013,0.49,4.1,1.11,741.0,13.92,8.02,,0.009,0.017,94.7,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,6008310402,2016,2015,12,12-17-2015,0.39,2.0,0.41,656.0,12.12,8.23,,0.01,0.0247,56.0,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,6008300202,2016,2017,1,1-25-2017,1.06,26.0,3.69,1055.0,14.26,8.07,,0.0139999999999999,0.106,201.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5153,6009400202,2011,2011,11,11-23-2011,0.44,31.1,0.3939999999999999,391.0,11.88,8.27,,0.016,0.09,71.7,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,6008301802,2011,2010,9,9-20-2010,0.36,1.8,0.437,590.0,11.03,7.84,,0.0069999999999999,0.015,51.0,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4693,6008500402,2011,2010,5,5-17-2010,0.67,4.1,0.622,1875.0,11.43,7.45,,0.013,0.068,467.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,6008300902,2011,2011,6,6-21-2011,0.21,6.4,0.136,558.0,11.12,8.32,,0.012,0.025,16.8,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,6011100302,2016,2015,8,2015-08-05,,,0.573,618.0,9.94,8.39,,0.006,,45.2,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,607.0,1.0,28.0,0.0,31.6,317.8,31.6,141.4,2.4,123.6
4105,6008310302,2011,2013,7,7-9-2013,1.02,195.0,0.1,413.0,8.66,7.65,,0.004,0.27,34.3,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,6008000702,2006,2008,4,4-24-2008,0.53,3.0,1.27,1453.0,22.29,8.0,,0.021,0.026,605.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,6008000602,2016,2014,8,8-20-2014,0.39,3.0,0.252,1766.0,12.16,8.26,0.59,0.016,0.1169999999999999,405.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4885,6008501402,2016,2018,2,2-22-2018,,87.4,,2897.0,,8.12,3.53,0.063,0.322,780.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,6008200302,2016,2017,12,12-13-2017,,6.5,,3954.0,15.11,8.74,1.14,0.018,0.2576,1180.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,6008300402,2016,2015,12,12-16-2015,0.25,2.0,0.14,853.0,12.76,8.34,,0.009,0.0167,116.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,6008300202,2006,2006,11,11-22-2006,0.82,19.0,1.74,727.0,14.0,8.0,,0.011,0.08,74.1,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6292,6010400802,2016,2015,2,02-20-15,0.5,24.0,0.238,667.0,18.47,7.64,0.742,0.004,0.062,32.2,89721.0,18703.0,964.0,69586.0,43.96144701381432,-79.12565398133975,207.0,0.0,73.0,0.0,0.0,13.700000000000005,0.0,0.5,0.0,0.0
848,6011100302,2011,2013,9,2013-09-17,0.05,,0.771,554.0,12.65,8.35,0.98,0.004,0.012,28.0,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,609.0,1.0,26.0,0.0,28.4,134.4,4.4,85.2,0.0,34.5
1243,6011600102,2016,2018,5,2018-05-22,,,0.54,471.0,10.91,8.31,0.8,0.0,0.0176,15.1,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,921.0,80.0,430.0,0.0,54.2,290.8,40.2,136.8,34.0,92.4
4713,6008500402,2016,2016,6,6-22-2016,0.82,4.0,0.44,2104.0,10.17,8.2,,0.019,0.0652,501.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,6008310402,2011,2012,10,10-24-2012,0.26,5.3,0.113,618.0,14.44,7.87,,0.003,0.003,52.6,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,6008310402,2006,2006,4,4-27-2006,0.4639999999999999,3.0,0.22,555.0,13.0,8.0,,0.003,0.03,48.1,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5325,6009700302,2016,2019,10,10-22-2019,1.51,45.0,0.33,683.0,10.14,8.08,,0.012,0.156,125.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,6008300902,2016,2015,5,5-21-2015,0.28,3.4,,546.0,17.98,8.11,0.28,0.009,0.018,18.6,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6179,6009701802,2016,2018,7,7-23-2018,,9.9,,679.0,8.64,8.24,0.7,0.005,0.00525,63.5,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,6011600102,2006,2008,8,2008-08-14,0.69,,1.42,604.0,10.82,8.44,2.123,0.013,0.029,30.7,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,854.0,62.0,515.0,6.8,94.0,337.3,60.8,272.70000000000005,7.6,103.5
3460,6008301802,2011,2010,4,4-13-2010,0.38,6.4,0.441,594.0,8.41,7.9,,0.003,0.01,49.3,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,6008310402,2011,2013,7,7-9-2013,0.64,76.0,0.088,488.0,8.46,7.65,,0.004,0.105,36.0,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,6008200302,2016,2014,4,4-23-2014,0.54,1.5,0.7809999999999999,4578.0,16.6,8.18,1.23,0.04,0.024,1220.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,28,2001,2003,7,2003-07-18,,,,,,8.174,,,,20.5499999,3767421.0,2767176.0,375275.0,3109815.0,43.775,-78.85443999999998,8996.0,2585.0,3907.0,0.0,36.4,178.19999999999996,29.0,74.19999999999999,0.0,49.0
7628,Shoal Point,2016,2017,4,4-24-2017,,,,1028.0,13.25,8.26,,,,,171066.0,136661.0,53361.0,123321.0,43.84831890309664,-78.99885440509685,316.0,66.0,81.0,0.0,18.6,146.10000000000002,0.0,108.6,0.0,36.8
7781,West 6,2016,2019,10,2019-10-15,,8.9,,,,,,,0.067,377.0,92526.0,69603.0,13421.0,48469.0,43.85401240304962,-78.97071421503588,270.0,1.0,83.0,10.6,18.2,169.4,11.0,100.8,10.6,56.400000000000006
1755,29,2006,2008,4,2008-04-02,,,,,13.92,7.37,,,0.0078,23.8,3767421.0,2767176.0,375275.0,3109815.0,43.829440000000005,-78.86777999999998,9052.0,2701.0,3735.0,0.0,12.8,55.8,12.8,32.9,1.6,15.1
4011,6008310302,2016,2014,2,2-25-2014,0.75,5.9,1.16,1785.0,20.53,8.28,,0.02,0.059,408.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5572,6009701102,2006,2006,10,10-16-2006,1.273,16.9,0.75,746.0,27.94,8.0,,0.021,0.069,204.9,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,6011200602,2006,2004,10,2004-10-26,0.52,,0.921,662.0,1.3,8.51,1.46,0.019,0.056,56.0,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,298.0,7.0,50.0,0.0,1.7999999999999998,68.2,0.4,13.4,0.0,8.4
5336,6009700302,2011,2011,11,11-23-2011,0.52,16.4,0.562,1007.0,12.22,8.31,,0.009,0.046,166.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,6011600602,2011,2010,9,2010-09-23,0.27,,0.084,362.0,8.57,8.07,0.358,0.004,0.015,0.9,2607.0,243.0,0.0,7926.0,44.04234326409991,-78.7380453558999,2.0,0.0,11.0,0.0,36.6,134.5,19.9,67.10000000000001,0.8,39.4
5034,6008501402,2001,2002,7,7-31-2002,2.0,24.3,1.66,,,,,0.357,0.139,126.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4491,6008500302,2011,2010,5,5-17-2010,0.85,6.5,0.718,1203.0,11.42,7.49,,0.027,0.066,220.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7400,East 4,2016,2019,5,05-21-19,,2.9,,,,,,,0.012,666.0,1170.0,18664.0,1002.0,1321.0,43.8935054945262,-78.69609012779256,1.0,33.0,3.0,0.0,3.8,239.3,2.7,111.7,0.0,39.5
862,6011100302,2016,2015,10,2015-10-07,,,0.853,611.0,10.38,8.3,1.14,0.025,0.048,34.8,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,607.0,1.0,28.0,0.0,0.0,116.4,0.0,91.9,0.0,34.6
3863,6008301902,2006,2008,8,8-20-2008,0.49,5.9,0.1159999999999999,,,,,0.012,0.019,166.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7659,West 10,2016,2018,7,2018-07-17,,9.6,,,,,,,0.049,232.0,30189.0,161685.0,11663.0,35611.0,43.86959898560383,-78.92717428055909,52.0,269.0,60.0,0.0,5.1,55.5,5.1,34.5,4.1,12.3
7518,FB003WM,2016,2017,1,1-24-2017,0.38,2.0,1.4,1778.0,13.22,8.13,1.7909999999999997,0.011,0.0153,370.0,4119.0,42727.0,3347.0,26505.0,43.82644595388573,-79.0888364051583,15.0,80.0,26.0,0.6,17.2,133.99999999999997,0.6,87.39999999999999,0.6,56.79999999999999
2551,6008300202,2011,2010,12,12-15-2010,0.58,7.7,1.14,1266.0,13.46,8.04,,0.015,0.039,210.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7441,East 6,2016,2018,6,2018-06-25,,1.9,,,,,,,0.0168,13.7,123729.0,28600.0,725.0,132215.0,43.97281769331208,-78.7508330636277,320.0,0.0,131.0,0.0,22.0,136.0,15.2,36.2,13.8,29.200000000000003
7749,West 5,2016,2017,6,06-21-17,,2.4,,,,,,,0.029,98.5,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,28.0,0.0,18.0,0.0,44.6,253.9,32.6,125.6,16.6,48.8
2431,6008200302,2016,2015,7,7-22-2015,,4.8,,2665.0,7.73,8.29,0.5,0.011,0.054,690.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3797,6008301902,2006,2007,6,6-18-2007,0.54,4.2,0.365,,,,,0.023,0.024,182.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,6010400102,2016,2018,6,2018-06-18,,,0.68,1120.0,8.25,7.83,0.79,0.03,0.213,213.0,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2748.0,411.0,1256.0,6.8,14.0,164.0,6.8,55.0,6.8,14.0
1618,17002113702,2006,2005,5,2005-05-18,0.52,,1.39,560.0,12.84,8.32,1.918,0.008,0.025,37.2,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,366.0,0.0,199.0,0.0,8.8,114.9,0.0,86.0,0.0,8.8
1092,6011200602,2011,2011,5,2011-05-25,0.62,,0.734,724.0,11.45,8.49,1.364,0.01,0.027,64.0,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,285.0,7.0,63.0,24.6,32.0,203.1,29.200000000000003,99.79999999999998,24.6,77.60000000000001
1940,6008000602,2006,2007,5,5-30-2007,0.55,3.3,0.3329999999999999,1876.0,19.5,8.0,,0.019,0.023,445.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6635,6010402702,2016,2015,8,8-21-2015,0.39,18.0,0.21,,11.83,7.43,,0.005,0.0442,31.6,342887.0,82010.0,25745.0,509280.0,43.871484264,-79.06518285621999,691.0,8.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3825,6008301902,2006,2008,7,7-10-2008,0.51,5.0,0.362,,,,,0.016,0.031,188.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5875,6009701302,2006,2004,2,2-24-2004,,3.0,1.68,,,,,0.027,0.01,190.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6008,6009701802,2011,2009,1,1-22-2009,0.28,2.0,1.31,795.0,15.0,8.0,,0.013,0.03,65.4,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,6011600102,2016,2015,9,2015-09-23,,,0.543,481.0,11.83,8.48,0.77,0.012,0.021,24.5,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,949.0,66.0,416.0,0.0,4.8,142.40000000000003,0.6,60.8,0.0,57.3
4855,6008501402,2006,2006,11,11-7-2006,4.86,9.2,1.43,,,,,0.14,0.315,244.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5907,6009701302,2016,2014,4,4-22-2014,0.4,15.3,0.961,1028.0,12.93,8.32,,0.005,0.026,182.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7398,East 3,2016,2019,8,2019-08-20,,3.4,,,,,,,0.024,264.0,40614.0,28302.0,728.0,19573.0,43.873201108362416,-78.7657987544681,101.0,0.0,41.0,1.8,18.4,305.0,8.8,77.19999999999999,2.0,52.8
5463,6009700702,2016,2019,12,12-10-2019,2.65,187.0,2.43,1125.0,19.44,8.17,,0.011,0.275,205.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6333,6010400802,2016,2019,4,4-23-2019,,3.3,,702.0,11.66,6.77,0.67,,0.019,77.7,89721.0,18703.0,964.0,69586.0,43.96144701381432,-79.12565398133975,260.0,0.0,20.0,10.6,58.6,113.4,17.4,95.6,10.6,77.6
1733,17002113702,2016,2019,3,2019-03-27,,,1.31,523.0,12.8,8.22,2.04,0.016,0.0915,43.8,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,424.0,0.0,141.0,0.6,1.8000000000000005,37.8,0.6,27.200000000000003,0.6,17.599999999999998
